id,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name,source
74.0,"Liu, Y., Niu, J., Ye, F., Solberg, T., Lu, B., Wang, C., Nowacki, M., Gao, S.","Dynamic DNA N6-adenine methylation (6mA) governs the encystment process, showcased in the unicellular eukaryote Pseudocohnilembus persalinus [RESEARCH]",The formation of resting cysts commonly found in unicellular eukaryotes is a complex and highly regulated survival strategy against environmental stress that involves drastic physiological and biochemical changes. Although most studies have focused on the mor…,https://genome.cshlp.org/content/34/2/256.short?rss=1,,2024-03-20T17:53:21Z,"The formation of resting cysts commonly found in unicellular eukaryotes is a complex and highly regulated survival strategy
 against environmental stress that involves drastic physiological and bioc… [+1896 chars]",,Cshlp.org,
75.0,Research and Markets,"North America DNA Sequencing Products Market Report 2024-2032, by Product Type, Application, End-User and Country - A US$ 9.3 Billion Market by 2032, with 13.8% CAGR Forecast During 2023-2032","Dublin, April 02, 2024 (GLOBE NEWSWIRE) -- The ""North America DNA Sequencing Products Market Report by Product Type, Application, End-User, and Country 2024-2032"" report has been added to ResearchAndMarkets.com's offering.The North America DNA sequencing prod…",https://www.globenewswire.com/news-release/2024/04/02/2855726/28124/en/North-America-DNA-Sequencing-Products-Market-Report-2024-2032-by-Product-Type-Application-End-User-and-Country-A-US-9-3-Billion-Market-by-2032-with-13-8-CAGR-Forecast-During-2023-2.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2024-04-02T09:53:00Z,"Dublin, April 02, 2024 (GLOBE NEWSWIRE) -- The ""North America DNA Sequencing Products Market Report by Product Type, Application, End-User, and Country 2024-2032"" report has been added to ResearchAnd… [+7651 chars]",,GlobeNewswire,
76.0,Alli Chase,"Backed by heritage, ready for the future",,https://www.technologyreview.com/2024/03/25/1090079/backed-by-heritage-ready-for-the-future/,"https://wp.technologyreview.com/wp-content/uploads/2024/03/1200x720-GB-life-sciences.png?resize=1200,600",2024-03-25T11:18:35Z,"Making life-changing, innovative advances is intrinsic to the UKs
 life sciences sector, which unceasingly thrives on industry
 collaboration, academic excellence, and government support.
Uncoveri… [+8763 chars]",,MIT Technology Review,
77.0,"Shai Carmi, Associate Professor of Population and Statistical Genetics, Hebrew University of Jerusalem, Harald Ringbauer, Group Leader, Department of Archaeogenetics, Max Planck Institute for Evolutionary Anthropology","DNA says you’re related to a Viking, a medieval German Jew or a 1700s enslaved African? What a genetic match really means",Genealogical and genetic ancestors aren’t the same thing. A DNA match − or a lack of one − may not tell you what you imagine it does about your family tree.,https://theconversation.com/dna-says-youre-related-to-a-viking-a-medieval-german-jew-or-a-1700s-enslaved-african-what-a-genetic-match-really-means-222833,https://images.theconversation.com/files/584843/original/file-20240327-26-szzgdm.jpg?ixlib=rb-1.1.0&rect=0%2C445%2C4829%2C2414&q=45&auto=format&w=1356&h=668&fit=crop,2024-03-29T12:46:23Z,"A genetic match to an ancient person doesn't mean you're more related genealogically. Mark Edward Atkinson/Tetra Images via Getty Images
In 2022, we reported the DNA sequences of 33 medieval people … [+9587 chars]",,The Conversation Africa,
78.0,,Scientists develop a rapid gene-editing screen to find effects of cancer mutations,"Researchers found a way to screen cancer-linked gene mutations much more easily and quickly than existing approaches, using a variant of CRISPR genome-editing known as prime editing.",https://www.sciencedaily.com/releases/2024/03/240312133835.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-12T17:38:35Z,"Tumors can carry mutations in hundreds of different genes, and each of those genes may be mutated in different ways -- some mutations simply replace one DNA nucleotide with another, while others inse… [+6939 chars]",,Science Daily,
79.0,"Alex Knapp, Forbes Staff, 
 Alex Knapp, Forbes Staff
 https://www.forbes.com/sites/alexknapp/",This Startup Says It Can Beat Deepmind’s Gamechanging Protein AI,"Basecamp Research says its software platform can better predict the way proteins behave — not with better algorithms, but with higher-quality data.",https://www.forbes.com/sites/alexknapp/2024/03/11/basecamp-research-protein-folding-ai-deepmind-alphafold/,https://imageio.forbes.com/specials-images/imageserve/65e7a8c4b178f1843c134af7/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-03-12T08:00:00Z,"Glen Gowers, CEO and cofounder of Basecamp Research
Basecamp Reseearch
In 2018, Googles AI lab Deepmind released an algorithm that took the biology world by storm. Called AlphaFold, the software wa… [+6341 chars]",,Forbes,
80.0,,"Google reveals new offerings, advancements in LLMs/AI during Check Up event","The tech giant announced a new AI-enabled chest x-ray offering, an all-inclusive dermatology dataset, expanded partnerships and personal health LLMs for Fitbit.",https://www.mobihealthnews.com/news/google-reveals-new-offerings-advancements-llmsai-during-check-event,https://www.mobihealthnews.com/sites/default/files/GettyImages-141089990_0.jpeg,2024-03-19T22:01:02Z,"Google made several announcements during its Check Up event on Tuesday, including the release of its new MedLM for Chest X-ray, advancements in personalization at Fitbit Labs and the release of its S… [+7077 chars]",,MobiHealthNews,
81.0,,eDNA methods give a real-time look at coral reef health,"The study underscores the crucial role of microbes in maintaining coral reef health, akin to the human gut microbiome. Hurricanes and disease outbreaks affect coral reef water microbial communities, leading to changes that may support further reef decline. Mi…",https://www.sciencedaily.com/releases/2024/04/240405231733.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-04-06T03:17:33Z,"The human gut is full of microbes. Some microbes can make people sick, while others are responsible for balancing gut health. But humans aren't the only species who's health depends on these microorg… [+3167 chars]",,Science Daily,
82.0,Sheryar Siddiq,14 Best Medical Device Stocks To Buy Now,"In this article, we will discuss the 14 Best Medical Device Stocks To Buy Now. You can skip our detailed analysis of the Medical Device Industry and go...",https://finance.yahoo.com/news/14-best-medical-device-stocks-133625148.html,https://media.zenfs.com/en/insidermonkey.com/5354acdd0cbca03a14a3b091cb348ad3,2024-03-24T13:36:25Z,"In this article, we will discuss the 14 Best Medical Device Stocks To Buy Now. You can skip our detailed analysis of the Medical Device Industry and go directly to the 5 Best Medical Device Stocks To… [+15797 chars]",,Yahoo Entertainment,
83.0,Isaac Schultz,Unmarked Remains in West Virginia Are Actually George Washington's Descendants,"Twenty-five years ago, a team of researchers excavated a cemetery in West Virginia hoping to find George Washington’s little brother. Five graves were unearthed, and after testing small bones retrieved from these burial sites, tentative identities have been a…",https://gizmodo.com/unmarked-remains-in-west-virginia-are-actually-george-w-1851371962,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/cdb05e8c2a0780813c23df0b6fc7a66a.jpg",2024-03-28T18:05:00Z,"Twenty-five years ago, a team of researchers excavated a cemetery in West Virginia hoping to find George Washingtons little brother. Five graves were unearthed, and after testing small bones retrieve… [+3324 chars]",,Gizmodo.com,
84.0,James Robinson,'Reserve Jurassic Park': How scientists hope to 'de-extinct' the mammoth by 2028,The idea of scientists bringing pre-historic creatures back to life with some clever DNA trickery might sound familiar to fans of the 1993 Hollywood blockbuster Jurassic Park.,https://news.sky.com/story/us-company-hoping-to-bring-back-the-dodo-and-the-mammoth-but-heres-why-it-wont-be-like-jurassic-park-13105361,https://e3.365dm.com/24/04/1600x900/skynews-mammoth-wooly_6511826.jpg?20240406011430,2024-04-06T23:01:00Z,"The idea of scientists bringing pre-historic creatures back to life with some clever DNA trickery might sound familiar to fans of the 1993 Hollywood blockbuster Jurassic Park.
But for Colossal Biosc… [+4883 chars]",,Sky.com,
85.0,InvestorsObserver,Nucleus Genomics launches to bring whole-genome sequencing to the public,"Nucleus Genomics launches to bring whole-genome sequencing to the public           PR Newswire           Customers can now pre-order Nucleus' clinical-grade whole-genome sequencing test           NEW YORK     ,     March 25, 2024     /PRNewswire/ --   ...",https://www.investorsobserver.com/news/qm-pr/5884909549469583,https://s3.amazonaws.com/images.investorsobserver.com/io-logo-800x450.jpg,2024-03-25T12:33:00Z,"Customers can now pre-order Nucleus' clinical-grade whole-genome sequencing test
NEW YORK
,
March 25, 2024
/PRNewswire/ --
Nucleus Genomics
, the next-generation genetic testing and analysis co… [+4636 chars]",,InvestorsObserver,
86.0,Tribune News Service,Researchers unveil new blood test that detects colon cancer,"Colorectal cancer is the third-most diagnosed cancer and second-leading cause of cancer-related deaths among adults in the U.S., according to the paper.",https://www.bostonherald.com/2024/03/25/researchers-unveil-new-blood-test-that-detects-colon-cancer/,https://www.bostonherald.com/wp-content/uploads/2024/03/US-NEWS-SCI-COLON-CANCER-1-SE.jpg?w=1024&h=579,2024-03-25T19:41:28Z,"Elise Takahama | (TNS) The Seattle Times
Researchers at the Fred Hutchinson Cancer Center have unveiled a new type of blood test used to detect colorectal cancer, with high hopes not only in its abi… [+6665 chars]",,Boston Herald,
87.0,fortune.com,Carl Icahn has called off the dogs hounding DNA-sequencing company Illumina,"Carl Icahn has decided not to launch a fresh proxy fight at DNA sequencing company Illumina Inc. this year, a person familiar with the matter said. The activist investor didn’t nominate directors for seats on the board of Illumina before a deadline to do so p…",https://biztoc.com/x/2f3df49d52be9f3d,https://c.biztoc.com/p/2f3df49d52be9f3d/s.webp,2024-03-12T19:28:05Z,"Carl Icahn has decided not to launch a fresh proxy fight at DNA sequencing company Illumina Inc. this year, a person familiar with the matter said.The activist investor didnt nominate directors for s… [+272 chars]",,Biztoc.com,
88.0,Michelle Starr,Tiny Worms Living Near Chernobyl Have Evolved a Remarkable New Talent,Microscopic worms that live their lives in the highly radioactive environment of the Chernobyl Exclusion Zone (CEZ) appear to do so completely free of radiation damage.,https://www.sciencealert.com/tiny-worms-living-near-chernobyl-have-evolved-a-remarkable-new-talent,https://www.sciencealert.com/images/2024/03/nematodes.jpg,2024-03-07T10:02:02Z,"Microscopic worms that live their lives in the highly radioactive environment of the Chernobyl Exclusion Zone (CEZ) appear to do so completely free of radiation damage.
Nematodes collected from the … [+4681 chars]",,ScienceAlert,
89.0,"seeber.pa@gmail.com (Alexandra Schmidt), seeber.pa@gmail.com (Beth Shapiro), seeber.pa@gmail.com (Kathleen Stoof-Leichsenring), seeber.pa@gmail.com (Katie Moon), seeber.pa@gmail.com (Laura Batke), seeber.pa@gmail.com (Laura S Epp), seeber.pa@gmail.com (Peter Andreas Seeber), seeber.pa@gmail.com (Samuel H Vohr), seeber.pa@gmail.com (Yi Wang), seeber.pa@gmail.com (Yury Dvornikov)",Mitochondrial genomes of Pleistocene megafauna retrieved from recent sediment layers of two Siberian lakes,"Ancient environmental DNA (aeDNA) from lake sediments has yielded remarkable insights for the reconstruction of past ecosystems, including suggestions of late survival of extinct species. However, translocation and lateral inflow of DNA in sediments can poten…",https://elifesciences.org/articles/89992,https://elifesciences.org/assets/images/social/icon-600x600@1.52e87ee6.png,2024-03-15T00:00:00Z,"In 2019, we retrieved short subsurface sediment cores from two Arctic thermokarst lakes (LK-001 and LK-007, located approximately 5 km apart, over massive permafrost; Table 1; Dvornikov et al., 2016)… [+14850 chars]",,Elifesciences.org,
90.0,InvestorsObserver,Armonica Technologies announces Todd Dickinson joins Board of Directors,"Armonica Technologies announces Todd Dickinson joins Board of Directors           PR Newswire             SAN DIEGO     ,     March 13, 2024     /PRNewswire/ --&#xA0;Armonica Technologies, Inc., a pioneer in sample-prep free direct optical DNA sequenci...",https://www.investorsobserver.com/news/qm-pr/5721527191685828,https://s3.amazonaws.com/images.investorsobserver.com/io-logo-800x450.jpg,2024-03-13T00:00:00Z,"SAN DIEGO
,
March 13, 2024
/PRNewswire/ -- Armonica Technologies, Inc., a pioneer in sample-prep free direct optical DNA sequencing, today announced the appointment of life science leader
Todd Di… [+2376 chars]",,InvestorsObserver,
91.0,Jonathan Saltzman,Foundation Medicine consolidates employees in new Seaport headquarters,"About 800 workers for the biotechnology firm have moved into the 630,000 square-foot-building, with the remaining 300 expected to arrive by early next year.",https://www.bostonglobe.com/2024/03/19/business/biotech-foundation-medicine-seaport-headquarters/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/-3YUpF44cqVoouky7rcRe_XN4l4=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/57KGVZOU5VEHPUXGV2LGPEDEIY.jpg,2024-03-19T12:06:36Z,"About 800 workers have moved into the 630,000 square-foot-building, which is kitty-corner from the Boston Convention and Exhibition Center, with the remaining 300 expected to arrive by early next yea… [+4804 chars]",,The Boston Globe,
92.0,Abraham Stern,NVIDIA BioNeMo Expands Computer-Aided Drug Discovery With New Foundation Models,"Pharma and biology researchers developing the next generation of therapeutics can now take advantage of NVIDIA BioNeMo’s expanded generative AI toolkit, along with new ways to access its models. The latest BioNeMo foundation models can analyze DNA sequences, …",https://blogs.nvidia.com/blog/bionemo-ai-drug-discovery-foundation-models-microservices/,https://blogs.nvidia.com/wp-content/uploads/2024/03/hc-corp-blog-gtc24-bionemo-foundation-model-1280x680-2.jpg,2024-03-18T21:17:26Z,"Pharma and biology researchers developing the next generation of therapeutics can now take advantage of NVIDIA BioNeMos expanded generative AI toolkit, along with new ways to access its models.
The … [+4601 chars]",,Nvidia.com,
93.0,,Scientists link certain gut bacteria to lower heart disease risk,"Changes in the gut microbiome have been implicated in a range of diseases including type 2 diabetes, obesity, and inflammatory bowel disease. Now, a team of researchers has found that microbes in the gut may affect cardiovascular disease as well. The team has…",https://www.sciencedaily.com/releases/2024/04/240402140237.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-04-02T18:02:37Z,"Changes in the gut microbiome have been implicated in a range of diseases including type 2 diabetes, obesity, and inflammatory bowel disease. Now, a team of researchers at the Broad Institute of MIT … [+5861 chars]",,Science Daily,
94.0,"jzhu@uwo.ca (Chuang Wang), jzhu@uwo.ca (Dibang Shi), jzhu@uwo.ca (Eryao Zhang), jzhu@uwo.ca (Fangyan Wang), jzhu@uwo.ca (Furong Huang), jzhu@uwo.ca (Gaoyi Ruan), jzhu@uwo.ca (Jesse Zhu), jzhu@uwo.ca (Sisi Wang), jzhu@uwo.ca (Wantie Wang), jzhu@uwo.ca (Xiaoting Wang), jzhu@uwo.ca (Xiawei Ji), jzhu@uwo.ca (Xinyu Wang), jzhu@uwo.ca (Xiujie Liu), jzhu@uwo.ca (Yan Zhou), jzhu@uwo.ca (Yuqing Ye), jzhu@uwo.ca (Zenglin Tan), jzhu@uwo.ca (Zhengyang Song)",Gut microbiota-derived gamma-aminobutyric acid from metformin treatment reduces hepatic ischemia/reperfusion injury through inhibiting ferroptosis,"Hepatic ischemia/reperfusion injury (HIRI) is a common and inevitable factor leading to poor prognosis in various liver diseases, making the outcomes of current treatments in clinic unsatisfactory. Metformin has been demonstrated to be beneficial to alleviate…",https://elifesciences.org/articles/89045,https://elifesciences.org/assets/images/social/icon-600x600@1.52e87ee6.png,2024-03-15T00:00:00Z,"Animals
Six- to eight-week-old specific pathogen-free male C57BL/6 mice were purchased from Beijing Weitonglihua Experimental Animal Technology Co Ltd (Beijing, China). All mice were housed under co… [+10841 chars]",,Elifesciences.org,
95.0,,VYŠETŘOVÁNÍ VRAŽDY: Pradědečkova DNA,Nejprve pánové Watson a Crick představili dvojitou šroubovici a pak to šlo ráz naráz.,https://neviditelnypes.lidovky.cz/spolecnost/vysetrovani-vrazdy-pradedeckova-dna.A240326_175650_p_spolecnost_nef,https://1gr.cz/o/pes/og-pes-default.png,2024-03-27T23:00:00Z,"DNA se stala souástí naeho ivota. Ona jí byla pochopiteln vdy, ale zaali jsme si to uvdomovat a pomrn pozd. Nejprve pánové Watson a Crick pedstavili dvojitou roubovici a pak to lo ráz naráz. Objev za… [+6922 chars]",,Lidovky.cz,
96.0,,Protein fragments ID two new 'extremophile' microbes--and may help find alien life,Perfectly adapted microorganisms live in extreme environments from deep-sea trenches to mountaintops. Learning more about how these extremophiles survive in hostile conditions could inform scientists about life on Earth and potential life on other planets.,https://www.sciencedaily.com/releases/2024/03/240315160906.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-15T20:09:06Z,Perfectly adapted microorganisms live in extreme environments from deep-sea trenches to mountaintops. Learning more about how these extremophiles survive in hostile conditions could inform scientists… [+2664 chars],,Science Daily,
97.0,Research and Markets,"Global Infectious Disease Diagnostics Market Set for Remarkable Growth, Driven by Advances in PoC and DNA Sequencing Technologies","Dublin, March 21, 2024 (GLOBE NEWSWIRE) -- The ""Global Infectious Disease Diagnostics Market by Product & Service (Reagents, Kits), Test Type (Lab, PoC), Sample (Blood, Urine), Technology (Immunodiagnostics, NGS, PCR, ISH, INAAT), Disease (Hepatitis, HIV, HAI…",https://www.globenewswire.com/news-release/2024/03/21/2850494/28124/en/Global-Infectious-Disease-Diagnostics-Market-Set-for-Remarkable-Growth-Driven-by-Advances-in-PoC-and-DNA-Sequencing-Technologies.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7,2024-03-21T16:51:00Z,"Dublin, March 21, 2024 (GLOBE NEWSWIRE) -- The ""Global Infectious Disease Diagnostics Market by Product &amp; Service (Reagents, Kits), Test Type (Lab, PoC), Sample (Blood, Urine), Technology (Immuno… [+5363 chars]",,GlobeNewswire,
98.0,,Quantum-Si and Researchers to Highlight the Power of Next-Generation Protein Sequencing™ on Platinum® at US HUPO Conference,"(marketscreener.com) 
Quantum-Si Incorporated :


WHAT: The Protein Sequencing Company™, Quantum-Si Incorporated, will showcase its Next-Generation Protein Sequencing™ instrument, Platinum®, and recent enhancements at the 20th Anniversary US HUPO Conference i…",https://www.marketscreener.com/quote/stock/QUANTUM-SI-INCORPORATED-123687657/news/Quantum-Si-and-Researchers-to-Highlight-the-Power-of-Next-Generation-Protein-Sequencing-on-Platin-46121297/,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2024-03-07T17:03:02Z,"Quantum-Si Incorporated (NASDAQ: QSI):
WHAT: The Protein Sequencing Company, Quantum-Si Incorporated, will showcase its Next-Generation Protein Sequencing instrument, Platinum®, and recent enhanceme… [+2819 chars]",,Marketscreener.com,
99.0,"Zhihui Liu, Xiyuan Zhang, Man Xu, Jason J. Hong, Amanda Ciardiello, Haiyan Lei, Jack F. Shern, Carol J. Thiele",MYCN drives oncogenesis by cooperating with the histone methyltransferase G9a and the WDR5 adaptor to orchestrate global gene transcription,"The oncoprotein MYCN drives oncogenesis in neuroblastoma by activating the expression of genes involved in ribosome biogenesis and protein synthesis, while repressing neuronal differentiation genes, but the underlying mechanisms remain unknown. This study sho…",https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3002240,https://journals.plos.org/plosbiology/article/figure/image?id=10.1371/journal.pbio.3002240.g008&size=inline,2024-03-28T14:00:00Z,"Citation: Liu Z, Zhang X, Xu M, Hong JJ, Ciardiello A, Lei H, et al. (2024) MYCN drives oncogenesis by cooperating with the histone methyltransferase G9a and the WDR5 adaptor to orchestrate global ge… [+89956 chars]",,Plos.org,
100.0,Investing.com,Illumina shares fall as Ichan reportedly abandons second proxy contest,Illumina shares fall as Ichan reportedly abandons second proxy contest,https://www.investing.com/news/stock-market-news/illumina-shares-fall-as-ichan-reportedly-abandons-second-proxy-contest-3334797,https://i-invdn-com.investing.com/news/LYNXNPEAAD140_L.jpg,2024-03-12T19:12:46Z,"Investing.com -- Illumina shares fell Tuesday after activist investor Carl Icahn dropped a threat to oust more of the DNA sequencing giant's board members, walking away from a second proxy contest, R… [+765 chars]",,Investing.com,
101.0,Beth Mole,Medical bills are getting so big Medicare had to add two extra digits on forms,"Previously, some doctors had to divide bills by 10 and submit 10 claims to get costs covered.",https://arstechnica.com/science/2024/04/medical-bills-are-getting-so-big-medicare-had-to-add-two-extra-digits-on-forms/,https://cdn.arstechnica.net/wp-content/uploads/2018/09/GettyImages-520882250-760x380.jpg,2024-04-02T16:53:20Z,"14
In a disturbing sign of the times, Medicare this week implemented a change to its claims-processing system that adds two extra digits to money amounts, expanding the fields from eight digits to 1… [+2306 chars]",ars-technica,Ars Technica,
102.0,https://www.facebook.com/bbcnews,Scientists say they can cut HIV out of cells,"The gene-editing method used might ultimately offer a way to remove HIV, experts say.",https://www.bbc.co.uk/news/health-68609297,https://ichef.bbci.co.uk/news/1024/branded_news/1208A/production/_132966837_capture.png,2024-03-20T00:17:45Z,"Scientists say they have successfully eliminated HIV from infected cells, using Nobel Prize-winning Crispr gene-editing technology. 
Working like scissors, but at the molecular level, it cuts DNA so… [+2111 chars]",bbc-news,BBC News,
103.0,,RNA-based therapy shows promise against aggressive childhood brain tumors in mice,"Targeting a non-encoding stretch of RNA may help shrink tumors caused by an aggressive type of brain cancer in children, according to new research in mice.",https://www.sciencedaily.com/releases/2024/03/240313135405.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-13T17:54:05Z,"Targeting a non-encoding stretch of RNA may help shrink tumors caused by an aggressive type of brain cancer in children, according to new research in mice reported March 8 in Cell Reports by Johns Ho… [+4838 chars]",,Science Daily,
104.0,,Therapy using intense light and chronological time can benefit heart,"Managing circadian rhythms through intense light and chronologically timed therapy can help prevent or treat a variety of circulatory system conditions including heart disease, according to a new study.",https://www.sciencedaily.com/releases/2024/03/240314171459.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-14T21:14:59Z,"Managing circadian rhythms through intense light and chronologically timed therapy can help prevent or treat a variety of circulatory system conditions including heart disease, according to a new stu… [+3268 chars]",,Science Daily,
105.0,,Genetically engineered dendritic cells enhance the power of immunotherapy against lung cancer,A new study suggest that using CXCL9 and CXCL10-producing dendritic cells alongside immunotherapy can be a promising strategy to overcome treatment resistance and improve clinical outcomes for patients with non-small cell lung cancer.,https://www.sciencedaily.com/releases/2024/03/240326124548.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-26T16:45:48Z,A study by researchers at the UCLA Health Jonsson Comprehensive Cancer Center suggests that injecting engineered dendritic cells directly into cancerous lung tumors can help promote a stronger immune… [+2429 chars],,Science Daily,
106.0,Bruce Gil,The world's most expensive drug has a new price tag: $4.25 million,"Medical bills have never looked higher. A gene therapy for a rare disease afflicting infants has set its price: $4.25 million, making it the most expensive drug in the world.Read more...",https://qz.com/orchard-therapeutics-lenmeldy-worlds-most-expensive-dru-1851353742,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/f1c1f08b99b7a547910c73e030dd524b.jpg",2024-03-20T22:12:00Z,"Medical bills have never looked higher.A gene therapy for a rare disease afflicting infants has set its price: $4.25 million, making it the most expensive drug in the world.
Pharma companyOrchard Th… [+1997 chars]",,Quartz India,
107.0,,New genetic analysis tool tracks risks tied to CRISPR edits,"While CRISPR has shown immense promise as a next-generation therapeutic tool, the gene editing technology's edits are still imperfect. Researchers have developed a new system to test and analyze CRISPR-based DNA repair and related risks from unintended but ha…",https://www.sciencedaily.com/releases/2024/03/240326170107.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-03-26T21:01:07Z,"Since its breakthrough development more than a decade ago, CRISPR has revolutionized DNA editing across a broad range of fields. Now scientists are applying the technology's immense potential to huma… [+3698 chars]",,Science Daily,
108.0,Rhiannon Williams,"The Download: the world’s most expensive drug, and New York City’s e-bike plan","This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. There is a new most expensive drug in the world. Price tag: $4.25 million The news: There is a new most expensive drug ev…",https://www.technologyreview.com/2024/03/21/1090039/the-download-the-worlds-most-expensive-drug-and-new-york-citys-e-bike-plan/,"https://wp.technologyreview.com/wp-content/uploads/2024/03/expensive-bed.jpg?resize=1200,600",2024-03-21T13:10:00Z,"The news: There is a new most expensive drug evera gene therapy that costs as much as a Brooklyn brownstone or a Miami mansion, and more than the average person will earn in a lifetime. Lenmeldy is a… [+1625 chars]",,MIT Technology Review,
109.0,StudyFinds,Scientists Create Artificial Human Chromosomes In Landmark Genetic Feat...,Scientists at the University of Pennsylvania's Perelman School of Medicine have developed a new method to create human artificial chromosomes (HACs) that could revolutionize gene therapy and other biotechnology applications,https://studyfinds.org/scientists-create-designer-chromosomes-in-landmark-genetic-engineering-feat/,https://studyfinds.org/wp-content/uploads/2023/06/shutterstock_457985674-scaled.jpg,2024-03-26T12:34:36Z,PHILADELPHIA — Scientists at the University of Pennsylvania’s Perelman School of Medicine have developed a new method to create human artificial chromosomes (HACs) that could revolutionize gene thera… [+4715 chars],,Study Finds,
110.0,,Mitochondrial roles in antiviral immunity modify manifestations of neurological diseases,Scientists report that a progressive neurodegenerative disease can be triggered by a viral infection. The mechanism relates to mitochondrial roles in antiviral defense mechanisms.,https://www.sciencedaily.com/releases/2024/04/240404113442.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-04-04T15:34:42Z,A multidisciplinary team of scientists led by University of Helsinki report that a progressive neurodegenerative disease can be triggered by a viral infection. The mechanism relates to mitochondrial … [+2950 chars],,Science Daily,
111.0,https://www.facebook.com/WebMD,CAR T-Cell Therapy: What You Should Know Today,CAR T-cell therapy could be lifesaving if your leukemia or¬ lymphoma hasn’t responded to other treatments. Find out how this therapy works and what to expect.,https://www.webmd.com/cancer/features/car-t-gene-therapy-risks-benefits,https://img.lb.wbmdstatic.com/vim/live/webmd/consumer_assets/site_images/article_thumbnails/reference_guide/latest_fda_approved_breakthrough_ref_guide/1800x1200_latest_fda_approved_breakthrough_ref_guide.jpg,2024-04-02T21:31:43Z,"In 1996, Doug Olson learned he had chronic lymphocytic leukemia (CLL), a type of cancer that starts in white blood cells. This cancer often grows slowly, so his doctor decided to watch it and wait to… [+1730 chars]",,WebMD,
112.0,"William A. Haseltine, Contributor, 
 William A. Haseltine, Contributor
 https://www.forbes.com/sites/williamhaseltine/","Gene Therapy, DNA's Past, RNA's Future: The Lost Years","The 1990s were a crucible for gene therapy, with efforts around the globe pushing boundaries, driven by the audacious vision of curing diseases at their root.",https://www.forbes.com/sites/williamhaseltine/2024/03/31/gene-therapy-dnas-past-rnas-future-the-lost-years/,https://imageio.forbes.com/specials-images/imageserve/6606de72c93f23113c48ebc2/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-03-31T15:25:00Z,"The Gene Therapy press conference held on September 13, 1990. From left to right: R. Michael Blaese, ... [+] M.D., W. French Anderson, M.D., and Kenneth Culver, M.D.
National Cancer Institute
This … [+7752 chars]",,Forbes,
113.0,"William A. Haseltine, Contributor, 
 William A. Haseltine, Contributor
 https://www.forbes.com/sites/williamhaseltine/","Gene Therapy, DNA's Past, RNA's Future: A Time Of Promise","Gene therapy's history is filled with ingenuity, imagination, and exploration. The 1960s through the 1980s, in particular, were a time of significant progress.",https://www.forbes.com/sites/williamhaseltine/2024/03/29/gene-therapy-dnas-past-rnas-future-a-time-of-promise/,https://imageio.forbes.com/specials-images/imageserve/6606d9a4c4461e721d5e6c23/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-03-29T15:13:14Z,"Artist representation of DNA and genes 
Freepik Company S.L.
This story is part of a series on the current progression in Regenerative Medicine. In 1999, I defined regenerative medicine as the coll… [+7091 chars]",,Forbes,
114.0,,Microbial signature of colorectal cancer-associated mutations identified in new study,Researchers have connected KRAS mutations in colorectal cancer to microbial signatures in the gut.,https://www.sciencedaily.com/releases/2024/04/240404113433.htm,https://www.sciencedaily.com/images/scidaily-icon.png,2024-04-04T15:34:33Z,"For about 40% of people diagnosed with colorectal cancer (CRC), the tumor carries a mutation in a gene called KRAS. Many of those mutations have been linked to shorter survival and more aggressive fo… [+3749 chars]",,Science Daily,
115.0,fiercepharma.com,Orchard sets new gene therapy price tag at $4.25M,"After scoring an FDA nod Monday for the first gene therapy to treat the rare genetic disease metachromatic leukodystrophy (MLD) in the U.S., Kyowa Kirin and its subsidiary Orchard Therapeutics have broken new boundaries in pricing, too. Orchard—which was boug…",https://biztoc.com/x/c98715066bee1aa1,https://c.biztoc.com/p/c98715066bee1aa1/og.webp,2024-03-21T05:28:08Z,"After scoring an FDA nod Monday for the first gene therapy to treat the rare genetic disease metachromatic leukodystrophy (MLD) in the U.S., Kyowa Kirin and its subsidiary Orchard Therapeutics have b… [+294 chars]",,Biztoc.com,
